Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,794.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,370.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Counts,93883.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,587.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,14013.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,360.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,900.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,409.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,95089.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,565.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,14443.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,345.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,975.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,451.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,994.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,94347.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,570.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,13774.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,447.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,922.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,371.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,1183.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,94472.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,528.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,12673.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,389.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,908.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,357.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,1143.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,92610.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,490.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,13096.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,396.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,821.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,348.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,1130.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,90750.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,471.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,15074.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,435.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,884.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,329.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,1128.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,89241.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,581.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,15892.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,523.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,997.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,478.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,1129.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,85593.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,549.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,16038.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,574.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,1183.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,451.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,1325.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,84175.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,499.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,16374.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,528.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,1372.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,519.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,1322.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,85141.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,20751.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,539.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,1690.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,451.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,1431.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,113700.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Counts,29389.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Counts,687.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Counts,1797.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Counts,480.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Counts,118000.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,35901.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,753.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,1692.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,666.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,1127.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,126100.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,41616.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,829.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,1755.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,696.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,1169.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,132400.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,54045.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,952.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,2136.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,839.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,1311.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,135666.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,58657.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,1079.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,2293.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,1030.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,1511.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,143765.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,1001.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,2213.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,1065.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,1600.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,143224.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,1004.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,2176.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,1027.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,1633.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,126430.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,Counts,1194.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,Counts,2370.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,Counts,1064.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,Counts,1915.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,Counts,140776.008130057,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2008,Counts,820.0,Computed/CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2009,Counts,704.0,Computed/CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,Counts,22376.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,Counts,23055.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,Counts,815.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,Counts,3220.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,Counts,21860.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,Counts,22057.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,Counts,804.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,Counts,2908.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,Counts,21870.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,Counts,22365.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,Counts,849.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,Counts,3008.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,Counts,21196.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,Counts,26115.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,Counts,987.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,Counts,3523.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,Counts,1432.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Counts,20631.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Counts,34916.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Counts,1154.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Counts,3831.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Counts,1384.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,20948.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,41404.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,1302.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,4080.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,1404.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,21579.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,46154.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,1365.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,4404.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,1533.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,24740.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,55805.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,1415.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,4945.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,1692.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,28557.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,59058.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,1461.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,5256.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,1776.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,30995.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,1420.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,5066.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,1782.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,28910.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,1245.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,4276.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,1555.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,34242.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,1641.0,Computed/CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,5487.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,1857.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2013,Counts,5235.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2013,Counts,623.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2013,Counts,2901.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,Counts,5424.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,Counts,740.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,Counts,2926.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,Counts,6506.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,Counts,855.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,Counts,3542.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,8910.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,988.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,3914.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,2452.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,989.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,4547.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,3088.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,1072.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,5156.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,4004.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,1045.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,5333.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,Counts,4019.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,Counts,1074.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,Counts,5887.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2021,Counts,4143.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2021,Counts,1047.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2021,Counts,6387.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2014,Counts,1549.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2014,Counts,98.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,Counts,1587.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,Counts,236.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,Counts,147.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,1688.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,316.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,173.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,1489.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,8297.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,363.0,CTS
